@RELATION lol_synergy

@ATTRIBUTE champion1 {MonkeyKing,Jax,Shaco,Warwick,Nidalee,Zyra,Brand,Rammus,Corki,Braum,Anivia,Tryndamere,MissFortune,Blitzcrank,Yorick,Xerath,Sivir,Riven,Orianna,Gangplank,Malphite,Poppy,Karthus,Jayce,Nunu,Trundle,Sejuani,Graves,Morgana,Gnar,Lux,Shyvana,Renekton,Fiora,Jinx,Kalista,Fizz,Kassadin,Sona,Irelia,Viktor,Cassiopeia,Maokai,Thresh,Kayle,Hecarim,Khazix,Olaf,Ziggs,Syndra,DrMundo,Karma,Annie,Akali,Leona,Yasuo,Kennen,Rengar,Ryze,Shen,Zac,Pantheon,Swain,Bard,Sion,Vayne,Nasus,TwistedFate,Chogath,Udyr,Lucian,Volibear,Caitlyn,Darius,Nocturne,Zilean,Azir,Rumble,Skarner,Teemo,Urgot,Amumu,Galio,Heimerdinger,Ashe,Velkoz,Singed,Varus,Twitch,Garen,Diana,MasterYi,Elise,Alistar,Katarina,Ekko,Mordekaiser,KogMaw,Aatrox,Draven,FiddleSticks,Talon,XinZhao,LeeSin,Taric,Malzahar,Lissandra,Tristana,RekSai,Vladimir,JarvanIV,Nami,Soraka,Veigar,Janna,Nautilus,Evelynn,Gragas,Zed,Vi,Lulu,Ahri,Quinn,Leblanc,Ezreal}
@ATTRIBUTE champion2 {MonkeyKing,Jax,Shaco,Warwick,Nidalee,Zyra,Brand,Rammus,Corki,Braum,Anivia,Tryndamere,MissFortune,Blitzcrank,Yorick,Xerath,Sivir,Riven,Orianna,Gangplank,Malphite,Poppy,Karthus,Jayce,Nunu,Trundle,Sejuani,Graves,Morgana,Gnar,Lux,Shyvana,Renekton,Fiora,Jinx,Kalista,Fizz,Kassadin,Sona,Irelia,Viktor,Cassiopeia,Maokai,Thresh,Kayle,Hecarim,Khazix,Olaf,Ziggs,Syndra,DrMundo,Karma,Annie,Akali,Leona,Yasuo,Kennen,Rengar,Ryze,Shen,Zac,Pantheon,Swain,Bard,Sion,Vayne,Nasus,TwistedFate,Chogath,Udyr,Lucian,Volibear,Caitlyn,Darius,Nocturne,Zilean,Azir,Rumble,Skarner,Teemo,Urgot,Amumu,Galio,Heimerdinger,Ashe,Velkoz,Singed,Varus,Twitch,Garen,Diana,MasterYi,Elise,Alistar,Katarina,Ekko,Mordekaiser,KogMaw,Aatrox,Draven,FiddleSticks,Talon,XinZhao,LeeSin,Taric,Malzahar,Lissandra,Tristana,RekSai,Vladimir,JarvanIV,Nami,Soraka,Veigar,Janna,Nautilus,Evelynn,Gragas,Zed,Vi,Lulu,Ahri,Quinn,Leblanc,Ezreal}
@ATTRIBUTE victory {WIN,LOSS}

@DATA
Annie,Azir,LOSS
Annie,Quinn,LOSS
Singed,Olaf,WIN
Singed,Annie,WIN
Singed,Jinx,WIN
Singed,Janna,WIN
Olaf,Singed,WIN
Olaf,Annie,WIN
Olaf,Jinx,WIN
Olaf,Janna,WIN
Annie,Singed,WIN
Annie,Olaf,WIN
Annie,Jinx,WIN
Annie,Janna,WIN
Jinx,Singed,WIN
Jinx,Olaf,WIN
Jinx,Annie,WIN
Jinx,Janna,WIN
Janna,Singed,WIN
Janna,Olaf,WIN
Janna,Annie,WIN
Janna,Jinx,WIN
Fiora,JarvanIV,LOSS
Fiora,Lux,LOSS
Fiora,Ezreal,LOSS
Fiora,Morgana,LOSS
JarvanIV,Fiora,LOSS
JarvanIV,Lux,LOSS
JarvanIV,Ezreal,LOSS
JarvanIV,Morgana,LOSS
Lux,Fiora,LOSS
Lux,JarvanIV,LOSS
Lux,Ezreal,LOSS
Lux,Morgana,LOSS
Ezreal,Fiora,LOSS
Ezreal,JarvanIV,LOSS
Ezreal,Lux,LOSS
Ezreal,Morgana,LOSS
Morgana,Fiora,LOSS
Morgana,JarvanIV,LOSS
Morgana,Lux,LOSS
Morgana,Ezreal,LOSS
Shen,JarvanIV,WIN
Shen,Annie,WIN
Shen,Vayne,WIN
Shen,Thresh,WIN
JarvanIV,Shen,WIN
JarvanIV,Annie,WIN
JarvanIV,Vayne,WIN
JarvanIV,Thresh,WIN
Annie,Shen,WIN
Annie,JarvanIV,WIN
Annie,Vayne,WIN
Annie,Thresh,WIN
Vayne,Shen,WIN
Vayne,JarvanIV,WIN
Vayne,Annie,WIN
Vayne,Thresh,WIN
Thresh,Shen,WIN
Thresh,JarvanIV,WIN
Thresh,Annie,WIN
Thresh,Vayne,WIN
Vladimir,Shaco,LOSS
Vladimir,Fizz,LOSS
Vladimir,Jinx,LOSS
Vladimir,Morgana,LOSS
Shaco,Vladimir,LOSS
Shaco,Fizz,LOSS
Shaco,Jinx,LOSS
Shaco,Morgana,LOSS
Fizz,Vladimir,LOSS
Fizz,Shaco,LOSS
Fizz,Jinx,LOSS
Fizz,Morgana,LOSS
Jinx,Vladimir,LOSS
Jinx,Shaco,LOSS
Jinx,Fizz,LOSS
Jinx,Morgana,LOSS
Morgana,Vladimir,LOSS
Morgana,Shaco,LOSS
Morgana,Fizz,LOSS
Morgana,Jinx,LOSS
Volibear,Zac,WIN
Volibear,Katarina,WIN
Volibear,Jinx,WIN
Volibear,Thresh,WIN
Zac,Volibear,WIN
Zac,Katarina,WIN
Zac,Jinx,WIN
Zac,Thresh,WIN
Katarina,Volibear,WIN
Katarina,Zac,WIN
Katarina,Jinx,WIN
Katarina,Thresh,WIN
Jinx,Volibear,WIN
Jinx,Zac,WIN
Jinx,Katarina,WIN
Jinx,Thresh,WIN
Thresh,Volibear,WIN
Thresh,Zac,WIN
Thresh,Katarina,WIN
Thresh,Jinx,WIN
Singed,RekSai,LOSS
Singed,Brand,LOSS
Singed,Caitlyn,LOSS
Singed,Sona,LOSS
RekSai,Singed,LOSS
RekSai,Brand,LOSS
RekSai,Caitlyn,LOSS
RekSai,Sona,LOSS
Brand,Singed,LOSS
Brand,RekSai,LOSS
Brand,Caitlyn,LOSS
Brand,Sona,LOSS
Caitlyn,Singed,LOSS
Caitlyn,RekSai,LOSS
Caitlyn,Brand,LOSS
Caitlyn,Sona,LOSS
Sona,Singed,LOSS
Sona,RekSai,LOSS
Sona,Brand,LOSS
Sona,Caitlyn,LOSS
Rengar,JarvanIV,WIN
Rengar,Ezreal,WIN
Rengar,Lucian,WIN
Rengar,Thresh,WIN
JarvanIV,Rengar,WIN
JarvanIV,Ezreal,WIN
JarvanIV,Lucian,WIN
JarvanIV,Thresh,WIN
Ezreal,Rengar,WIN
Ezreal,JarvanIV,WIN
Ezreal,Lucian,WIN
Ezreal,Thresh,WIN
Lucian,Rengar,WIN
Lucian,JarvanIV,WIN
Lucian,Ezreal,WIN
Lucian,Thresh,WIN
Thresh,Rengar,WIN
Thresh,JarvanIV,WIN
Thresh,Ezreal,WIN
Thresh,Lucian,WIN
LeeSin,Skarner,LOSS
LeeSin,Morgana,LOSS
LeeSin,Vayne,LOSS
LeeSin,Janna,LOSS
Skarner,LeeSin,LOSS
Skarner,Morgana,LOSS
Skarner,Vayne,LOSS
Skarner,Janna,LOSS
Morgana,LeeSin,LOSS
Morgana,Skarner,LOSS
Morgana,Vayne,LOSS
Morgana,Janna,LOSS
Vayne,LeeSin,LOSS
Vayne,Skarner,LOSS
Vayne,Morgana,LOSS
Vayne,Janna,LOSS
Janna,LeeSin,LOSS
Janna,Skarner,LOSS
Janna,Morgana,LOSS
Janna,Vayne,LOSS
Shyvana,Pantheon,WIN
Shyvana,Yasuo,WIN
Shyvana,Ezreal,WIN
Shyvana,Velkoz,WIN
Pantheon,Shyvana,WIN
Pantheon,Yasuo,WIN
Pantheon,Ezreal,WIN
Pantheon,Velkoz,WIN
Yasuo,Shyvana,WIN
Yasuo,Pantheon,WIN
Yasuo,Ezreal,WIN
Yasuo,Velkoz,WIN
Ezreal,Shyvana,WIN
Ezreal,Pantheon,WIN
Ezreal,Yasuo,WIN
Ezreal,Velkoz,WIN
Velkoz,Shyvana,WIN
Velkoz,Pantheon,WIN
Velkoz,Yasuo,WIN
Velkoz,Ezreal,WIN
JarvanIV,Khazix,LOSS
JarvanIV,Xerath,LOSS
JarvanIV,Tristana,LOSS
JarvanIV,Thresh,LOSS
Khazix,JarvanIV,LOSS
Khazix,Xerath,LOSS
Khazix,Tristana,LOSS
Khazix,Thresh,LOSS
Xerath,JarvanIV,LOSS
Xerath,Khazix,LOSS
Xerath,Tristana,LOSS
Xerath,Thresh,LOSS
Tristana,JarvanIV,LOSS
Tristana,Khazix,LOSS
Tristana,Xerath,LOSS
Tristana,Thresh,LOSS
Thresh,JarvanIV,LOSS
Thresh,Khazix,LOSS
Thresh,Xerath,LOSS
Thresh,Tristana,LOSS
Kennen,Gragas,WIN
Kennen,JarvanIV,WIN
Kennen,Kalista,WIN
Kennen,Zyra,WIN
Gragas,Kennen,WIN
Gragas,JarvanIV,WIN
Gragas,Kalista,WIN
Gragas,Zyra,WIN
JarvanIV,Kennen,WIN
JarvanIV,Gragas,WIN
JarvanIV,Kalista,WIN
JarvanIV,Zyra,WIN
Kalista,Kennen,WIN
Kalista,Gragas,WIN
Kalista,JarvanIV,WIN
Kalista,Zyra,WIN
Zyra,Kennen,WIN
Zyra,Gragas,WIN
Zyra,JarvanIV,WIN
Zyra,Kalista,WIN
Riven,Vi,LOSS
Riven,Malzahar,LOSS
Riven,Caitlyn,LOSS
Riven,Bard,LOSS
Vi,Riven,LOSS
Vi,Malzahar,LOSS
Vi,Caitlyn,LOSS
Vi,Bard,LOSS
Malzahar,Riven,LOSS
Malzahar,Vi,LOSS
Malzahar,Caitlyn,LOSS
Malzahar,Bard,LOSS
Caitlyn,Riven,LOSS
Caitlyn,Vi,LOSS
Caitlyn,Malzahar,LOSS
Caitlyn,Bard,LOSS
Bard,Riven,LOSS
Bard,Vi,LOSS
Bard,Malzahar,LOSS
Bard,Caitlyn,LOSS
Pantheon,Rengar,WIN
Pantheon,Ekko,WIN
Pantheon,Ashe,WIN
Pantheon,Thresh,WIN
Rengar,Pantheon,WIN
Rengar,Ekko,WIN
Rengar,Ashe,WIN
Rengar,Thresh,WIN
Ekko,Pantheon,WIN
Ekko,Rengar,WIN
Ekko,Ashe,WIN
Ekko,Thresh,WIN
Ashe,Pantheon,WIN
Ashe,Rengar,WIN
Ashe,Ekko,WIN
Ashe,Thresh,WIN
Thresh,Pantheon,WIN
Thresh,Rengar,WIN
Thresh,Ekko,WIN
Thresh,Ashe,WIN
Tryndamere,Vi,LOSS
Tryndamere,Galio,LOSS
Tryndamere,Sivir,LOSS
Tryndamere,JarvanIV,LOSS
Vi,Tryndamere,LOSS
Vi,Galio,LOSS
Vi,Sivir,LOSS
Vi,JarvanIV,LOSS
Galio,Tryndamere,LOSS
Galio,Vi,LOSS
Galio,Sivir,LOSS
Galio,JarvanIV,LOSS
Sivir,Tryndamere,LOSS
Sivir,Vi,LOSS
Sivir,Galio,LOSS
Sivir,JarvanIV,LOSS
JarvanIV,Tryndamere,LOSS
JarvanIV,Vi,LOSS
JarvanIV,Galio,LOSS
JarvanIV,Sivir,LOSS
Rengar,Warwick,WIN
Rengar,Lux,WIN
Rengar,Jinx,WIN
Rengar,Annie,WIN
Warwick,Rengar,WIN
Warwick,Lux,WIN
Warwick,Jinx,WIN
Warwick,Annie,WIN
Lux,Rengar,WIN
Lux,Warwick,WIN
Lux,Jinx,WIN
Lux,Annie,WIN
Jinx,Rengar,WIN
Jinx,Warwick,WIN
Jinx,Lux,WIN
Jinx,Annie,WIN
Annie,Rengar,WIN
Annie,Warwick,WIN
Annie,Lux,WIN
Annie,Jinx,WIN
Ryze,Nautilus,LOSS
Ryze,Nidalee,LOSS
Ryze,Ashe,LOSS
Ryze,Sona,LOSS
Nautilus,Ryze,LOSS
Nautilus,Nidalee,LOSS
Nautilus,Ashe,LOSS
Nautilus,Sona,LOSS
Nidalee,Ryze,LOSS
Nidalee,Nautilus,LOSS
Nidalee,Ashe,LOSS
Nidalee,Sona,LOSS
Ashe,Ryze,LOSS
Ashe,Nautilus,LOSS
Ashe,Nidalee,LOSS
Ashe,Sona,LOSS
Sona,Ryze,LOSS
Sona,Nautilus,LOSS
Sona,Nidalee,LOSS
Sona,Ashe,LOSS
JarvanIV,Skarner,WIN
JarvanIV,Lux,WIN
JarvanIV,Vayne,WIN
JarvanIV,Nami,WIN
Skarner,JarvanIV,WIN
Skarner,Lux,WIN
Skarner,Vayne,WIN
Skarner,Nami,WIN
Lux,JarvanIV,WIN
Lux,Skarner,WIN
Lux,Vayne,WIN
Lux,Nami,WIN
Vayne,JarvanIV,WIN
Vayne,Skarner,WIN
Vayne,Lux,WIN
Vayne,Nami,WIN
Nami,JarvanIV,WIN
Nami,Skarner,WIN
Nami,Lux,WIN
Nami,Vayne,WIN
XinZhao,Nidalee,LOSS
XinZhao,Ahri,LOSS
XinZhao,Sivir,LOSS
XinZhao,Leona,LOSS
Nidalee,XinZhao,LOSS
Nidalee,Ahri,LOSS
Nidalee,Sivir,LOSS
Nidalee,Leona,LOSS
Ahri,XinZhao,LOSS
Ahri,Nidalee,LOSS
Ahri,Sivir,LOSS
Ahri,Leona,LOSS
Sivir,XinZhao,LOSS
Sivir,Nidalee,LOSS
Sivir,Ahri,LOSS
Sivir,Leona,LOSS
Leona,XinZhao,LOSS
Leona,Nidalee,LOSS
Leona,Ahri,LOSS
Leona,Sivir,LOSS
Sion,Sejuani,WIN
Sion,Lux,WIN
Sion,Sivir,WIN
Sion,Taric,WIN
Sejuani,Sion,WIN
Sejuani,Lux,WIN
Sejuani,Sivir,WIN
Sejuani,Taric,WIN
Lux,Sion,WIN
Lux,Sejuani,WIN
Lux,Sivir,WIN
Lux,Taric,WIN
Sivir,Sion,WIN
Sivir,Sejuani,WIN
Sivir,Lux,WIN
Sivir,Taric,WIN
Taric,Sion,WIN
Taric,Sejuani,WIN
Taric,Lux,WIN
Taric,Sivir,WIN
Rumble,JarvanIV,LOSS
Rumble,Annie,LOSS
Rumble,Graves,LOSS
Rumble,Thresh,LOSS
JarvanIV,Rumble,LOSS
JarvanIV,Annie,LOSS
JarvanIV,Graves,LOSS
JarvanIV,Thresh,LOSS
Annie,Rumble,LOSS
Annie,JarvanIV,LOSS
Annie,Graves,LOSS
Annie,Thresh,LOSS
Graves,Rumble,LOSS
Graves,JarvanIV,LOSS
Graves,Annie,LOSS
Graves,Thresh,LOSS
Thresh,Rumble,LOSS
Thresh,JarvanIV,LOSS
Thresh,Annie,LOSS
Thresh,Graves,LOSS
Shyvana,Maokai,WIN
Shyvana,Azir,WIN
Shyvana,Caitlyn,WIN
Shyvana,Leona,WIN
Maokai,Shyvana,WIN
Maokai,Azir,WIN
Maokai,Caitlyn,WIN
Maokai,Leona,WIN
Azir,Shyvana,WIN
Azir,Maokai,WIN
Azir,Caitlyn,WIN
Azir,Leona,WIN
Caitlyn,Shyvana,WIN
Caitlyn,Maokai,WIN
Caitlyn,Azir,WIN
Caitlyn,Leona,WIN
Leona,Shyvana,WIN
Leona,Maokai,WIN
Leona,Azir,WIN
Leona,Caitlyn,WIN
Kennen,Hecarim,LOSS
Kennen,JarvanIV,LOSS
Kennen,Vayne,LOSS
Kennen,Sona,LOSS
Hecarim,Kennen,LOSS
Hecarim,JarvanIV,LOSS
Hecarim,Vayne,LOSS
Hecarim,Sona,LOSS
JarvanIV,Kennen,LOSS
JarvanIV,Hecarim,LOSS
JarvanIV,Vayne,LOSS
JarvanIV,Sona,LOSS
Vayne,Kennen,LOSS
Vayne,Hecarim,LOSS
Vayne,JarvanIV,LOSS
Vayne,Sona,LOSS
Sona,Kennen,LOSS
Sona,Hecarim,LOSS
Sona,JarvanIV,LOSS
Sona,Vayne,LOSS
Garen,Sejuani,WIN
Garen,Brand,WIN
Garen,KogMaw,WIN
Garen,Bard,WIN
Sejuani,Garen,WIN
Sejuani,Brand,WIN
Sejuani,KogMaw,WIN
Sejuani,Bard,WIN
Brand,Garen,WIN
Brand,Sejuani,WIN
Brand,KogMaw,WIN
Brand,Bard,WIN
KogMaw,Garen,WIN
KogMaw,Sejuani,WIN
KogMaw,Brand,WIN
KogMaw,Bard,WIN
Bard,Garen,WIN
Bard,Sejuani,WIN
Bard,Brand,WIN
Bard,KogMaw,WIN
DrMundo,Khazix,LOSS
DrMundo,Viktor,LOSS
DrMundo,Draven,LOSS
DrMundo,Alistar,LOSS
Khazix,DrMundo,LOSS
Khazix,Viktor,LOSS
Khazix,Draven,LOSS
Khazix,Alistar,LOSS
Viktor,DrMundo,LOSS
Viktor,Khazix,LOSS
Viktor,Draven,LOSS
Viktor,Alistar,LOSS
Draven,DrMundo,LOSS
Draven,Khazix,LOSS
Draven,Viktor,LOSS
Draven,Alistar,LOSS
Alistar,DrMundo,LOSS
Alistar,Khazix,LOSS
Alistar,Viktor,LOSS
Alistar,Draven,LOSS
Nasus,XinZhao,WIN
Nasus,Azir,WIN
Nasus,Graves,WIN
Nasus,Alistar,WIN
XinZhao,Nasus,WIN
XinZhao,Azir,WIN
XinZhao,Graves,WIN
XinZhao,Alistar,WIN
Azir,Nasus,WIN
Azir,XinZhao,WIN
Azir,Graves,WIN
Azir,Alistar,WIN
Graves,Nasus,WIN
Graves,XinZhao,WIN
Graves,Azir,WIN
Graves,Alistar,WIN
Alistar,Nasus,WIN
Alistar,XinZhao,WIN
Alistar,Azir,WIN
Alistar,Graves,WIN
Vladimir,Gragas,LOSS
Vladimir,JarvanIV,LOSS
Vladimir,Ashe,LOSS
Vladimir,Lulu,LOSS
Gragas,Vladimir,LOSS
Gragas,JarvanIV,LOSS
Gragas,Ashe,LOSS
Gragas,Lulu,LOSS
JarvanIV,Vladimir,LOSS
JarvanIV,Gragas,LOSS
JarvanIV,Ashe,LOSS
JarvanIV,Lulu,LOSS
Ashe,Vladimir,LOSS
Ashe,Gragas,LOSS
Ashe,JarvanIV,LOSS
Ashe,Lulu,LOSS
Lulu,Vladimir,LOSS
Lulu,Gragas,LOSS
Lulu,JarvanIV,LOSS
Lulu,Ashe,LOSS
Kayle,LeeSin,WIN
Kayle,Irelia,WIN
Kayle,Sivir,WIN
Kayle,Blitzcrank,WIN
LeeSin,Kayle,WIN
LeeSin,Irelia,WIN
LeeSin,Sivir,WIN
LeeSin,Blitzcrank,WIN
Irelia,Kayle,WIN
Irelia,LeeSin,WIN
Irelia,Sivir,WIN
Irelia,Blitzcrank,WIN
Sivir,Kayle,WIN
Sivir,LeeSin,WIN
Sivir,Irelia,WIN
Sivir,Blitzcrank,WIN
Blitzcrank,Kayle,WIN
Blitzcrank,LeeSin,WIN
Blitzcrank,Irelia,WIN
Blitzcrank,Sivir,WIN
JarvanIV,Tryndamere,LOSS
JarvanIV,Xerath,LOSS
JarvanIV,Kalista,LOSS
JarvanIV,Soraka,LOSS
Tryndamere,JarvanIV,LOSS
Tryndamere,Xerath,LOSS
Tryndamere,Kalista,LOSS
Tryndamere,Soraka,LOSS
Xerath,JarvanIV,LOSS
Xerath,Tryndamere,LOSS
Xerath,Kalista,LOSS
Xerath,Soraka,LOSS
Kalista,JarvanIV,LOSS
Kalista,Tryndamere,LOSS
Kalista,Xerath,LOSS
Kalista,Soraka,LOSS
Soraka,JarvanIV,LOSS
Soraka,Tryndamere,LOSS
Soraka,Xerath,LOSS
Soraka,Kalista,LOSS
Gnar,Gragas,WIN
Gnar,Yasuo,WIN
Gnar,Draven,WIN
Gnar,Alistar,WIN
Gragas,Gnar,WIN
Gragas,Yasuo,WIN
Gragas,Draven,WIN
Gragas,Alistar,WIN
Yasuo,Gnar,WIN
Yasuo,Gragas,WIN
Yasuo,Draven,WIN
Yasuo,Alistar,WIN
Draven,Gnar,WIN
Draven,Gragas,WIN
Draven,Yasuo,WIN
Draven,Alistar,WIN
Alistar,Gnar,WIN
Alistar,Gragas,WIN
Alistar,Yasuo,WIN
Alistar,Draven,WIN
Riven,Zac,LOSS
Riven,JarvanIV,LOSS
Riven,Ashe,LOSS
Riven,Thresh,LOSS
Zac,Riven,LOSS
Zac,JarvanIV,LOSS
Zac,Ashe,LOSS
Zac,Thresh,LOSS
JarvanIV,Riven,LOSS
JarvanIV,Zac,LOSS
JarvanIV,Ashe,LOSS
JarvanIV,Thresh,LOSS
Ashe,Riven,LOSS
Ashe,Zac,LOSS
Ashe,JarvanIV,LOSS
Ashe,Thresh,LOSS
Thresh,Riven,LOSS
Thresh,Zac,LOSS
Thresh,JarvanIV,LOSS
Thresh,Ashe,LOSS
Nasus,Volibear,WIN
Nasus,Nidalee,WIN
Nasus,MissFortune,WIN
Nasus,Soraka,WIN
Volibear,Nasus,WIN
Volibear,Nidalee,WIN
Volibear,MissFortune,WIN
Volibear,Soraka,WIN
Nidalee,Nasus,WIN
Nidalee,Volibear,WIN
Nidalee,MissFortune,WIN
Nidalee,Soraka,WIN
MissFortune,Nasus,WIN
MissFortune,Volibear,WIN
MissFortune,Nidalee,WIN
MissFortune,Soraka,WIN
Soraka,Nasus,WIN
Soraka,Volibear,WIN
Soraka,Nidalee,WIN
Soraka,MissFortune,WIN
Shyvana,JarvanIV,LOSS
Shyvana,Velkoz,LOSS
Shyvana,Ashe,LOSS
Shyvana,Thresh,LOSS
JarvanIV,Shyvana,LOSS
JarvanIV,Velkoz,LOSS
JarvanIV,Ashe,LOSS
JarvanIV,Thresh,LOSS
Velkoz,Shyvana,LOSS
Velkoz,JarvanIV,LOSS
Velkoz,Ashe,LOSS
Velkoz,Thresh,LOSS
Ashe,Shyvana,LOSS
Ashe,JarvanIV,LOSS
Ashe,Velkoz,LOSS
Ashe,Thresh,LOSS
Thresh,Shyvana,LOSS
Thresh,JarvanIV,LOSS
Thresh,Velkoz,LOSS
Thresh,Ashe,LOSS
XinZhao,Shyvana,WIN
XinZhao,Lux,WIN
XinZhao,Jinx,WIN
XinZhao,Thresh,WIN
Shyvana,XinZhao,WIN
Shyvana,Lux,WIN
Shyvana,Jinx,WIN
Shyvana,Thresh,WIN
Lux,XinZhao,WIN
Lux,Shyvana,WIN
Lux,Jinx,WIN
Lux,Thresh,WIN
Jinx,XinZhao,WIN
Jinx,Shyvana,WIN
Jinx,Lux,WIN
Jinx,Thresh,WIN
Thresh,XinZhao,WIN
Thresh,Shyvana,WIN
Thresh,Lux,WIN
Thresh,Jinx,WIN
LeeSin,Rengar,LOSS
LeeSin,Ezreal,LOSS
LeeSin,Draven,LOSS
LeeSin,Leona,LOSS
Rengar,LeeSin,LOSS
Rengar,Ezreal,LOSS
Rengar,Draven,LOSS
Rengar,Leona,LOSS
Ezreal,LeeSin,LOSS
Ezreal,Rengar,LOSS
Ezreal,Draven,LOSS
Ezreal,Leona,LOSS
Draven,LeeSin,LOSS
Draven,Rengar,LOSS
Draven,Ezreal,LOSS
Draven,Leona,LOSS
Leona,LeeSin,LOSS
Leona,Rengar,LOSS
Leona,Ezreal,LOSS
Leona,Draven,LOSS
Tryndamere,Shyvana,WIN
Tryndamere,Zyra,WIN
Tryndamere,Jinx,WIN
Tryndamere,Leona,WIN
Shyvana,Tryndamere,WIN
Shyvana,Zyra,WIN
Shyvana,Jinx,WIN
Shyvana,Leona,WIN
Zyra,Tryndamere,WIN
Zyra,Shyvana,WIN
Zyra,Jinx,WIN
Zyra,Leona,WIN
Jinx,Tryndamere,WIN
Jinx,Shyvana,WIN
Jinx,Zyra,WIN
Jinx,Leona,WIN
Leona,Tryndamere,WIN
Leona,Shyvana,WIN
Leona,Zyra,WIN
Leona,Jinx,WIN
Pantheon,Volibear,LOSS
Pantheon,Viktor,LOSS
Pantheon,Caitlyn,LOSS
Pantheon,Blitzcrank,LOSS
Volibear,Pantheon,LOSS
Volibear,Viktor,LOSS
Volibear,Caitlyn,LOSS
Volibear,Blitzcrank,LOSS
Viktor,Pantheon,LOSS
Viktor,Volibear,LOSS
Viktor,Caitlyn,LOSS
Viktor,Blitzcrank,LOSS
Caitlyn,Pantheon,LOSS
Caitlyn,Volibear,LOSS
Caitlyn,Viktor,LOSS
Caitlyn,Blitzcrank,LOSS
Blitzcrank,Pantheon,LOSS
Blitzcrank,Volibear,LOSS
Blitzcrank,Viktor,LOSS
Blitzcrank,Caitlyn,LOSS
Riven,Vi,WIN
Riven,Malzahar,WIN
Riven,Draven,WIN
Riven,Leona,WIN
Vi,Riven,WIN
Vi,Malzahar,WIN
Vi,Draven,WIN
Vi,Leona,WIN
Malzahar,Riven,WIN
Malzahar,Vi,WIN
Malzahar,Draven,WIN
Malzahar,Leona,WIN
Draven,Riven,WIN
Draven,Vi,WIN
Draven,Malzahar,WIN
Draven,Leona,WIN
Leona,Riven,WIN
Leona,Vi,WIN
Leona,Malzahar,WIN
Leona,Draven,WIN
Yasuo,Skarner,LOSS
Yasuo,Chogath,LOSS
Yasuo,MissFortune,LOSS
Yasuo,Annie,LOSS
Skarner,Yasuo,LOSS
Skarner,Chogath,LOSS
Skarner,MissFortune,LOSS
Skarner,Annie,LOSS
Chogath,Yasuo,LOSS
Chogath,Skarner,LOSS
Chogath,MissFortune,LOSS
Chogath,Annie,LOSS
MissFortune,Yasuo,LOSS
MissFortune,Skarner,LOSS
MissFortune,Chogath,LOSS
MissFortune,Annie,LOSS
Annie,Yasuo,LOSS
Annie,Skarner,LOSS
Annie,Chogath,LOSS
Annie,MissFortune,LOSS
Chogath,Warwick,WIN
Chogath,Katarina,WIN
Chogath,Lucian,WIN
Chogath,Thresh,WIN
Warwick,Chogath,WIN
Warwick,Katarina,WIN
Warwick,Lucian,WIN
Warwick,Thresh,WIN
Katarina,Chogath,WIN
Katarina,Warwick,WIN
Katarina,Lucian,WIN
Katarina,Thresh,WIN
Lucian,Chogath,WIN
Lucian,Warwick,WIN
Lucian,Katarina,WIN
Lucian,Thresh,WIN
Thresh,Chogath,WIN
Thresh,Warwick,WIN
Thresh,Katarina,WIN
Thresh,Lucian,WIN
Rumble,XinZhao,LOSS
Rumble,Orianna,LOSS
Rumble,Ezreal,LOSS
Rumble,Leona,LOSS
XinZhao,Rumble,LOSS
XinZhao,Orianna,LOSS
XinZhao,Ezreal,LOSS
XinZhao,Leona,LOSS
Orianna,Rumble,LOSS
Orianna,XinZhao,LOSS
Orianna,Ezreal,LOSS
Orianna,Leona,LOSS
Ezreal,Rumble,LOSS
Ezreal,XinZhao,LOSS
Ezreal,Orianna,LOSS
Ezreal,Leona,LOSS
Leona,Rumble,LOSS
Leona,XinZhao,LOSS
Leona,Orianna,LOSS
Leona,Ezreal,LOSS
Darius,Volibear,WIN
Darius,Annie,WIN
Darius,Graves,WIN
Darius,Thresh,WIN
Volibear,Darius,WIN
Volibear,Annie,WIN
Volibear,Graves,WIN
Volibear,Thresh,WIN
Annie,Darius,WIN
Annie,Volibear,WIN
Annie,Graves,WIN
Annie,Thresh,WIN
Graves,Darius,WIN
Graves,Volibear,WIN
Graves,Annie,WIN
Graves,Thresh,WIN
Thresh,Darius,WIN
Thresh,Volibear,WIN
Thresh,Annie,WIN
Thresh,Graves,WIN
Diana,Skarner,LOSS
Diana,Heimerdinger,LOSS
Diana,Ezreal,LOSS
Diana,Blitzcrank,LOSS
Skarner,Diana,LOSS
Skarner,Heimerdinger,LOSS
Skarner,Ezreal,LOSS
Skarner,Blitzcrank,LOSS
Heimerdinger,Diana,LOSS
Heimerdinger,Skarner,LOSS
Heimerdinger,Ezreal,LOSS
Heimerdinger,Blitzcrank,LOSS
Ezreal,Diana,LOSS
Ezreal,Skarner,LOSS
Ezreal,Heimerdinger,LOSS
Ezreal,Blitzcrank,LOSS
Blitzcrank,Diana,LOSS
Blitzcrank,Skarner,LOSS
Blitzcrank,Heimerdinger,LOSS
Blitzcrank,Ezreal,LOSS
Nasus,Shyvana,WIN
Nasus,Veigar,WIN
Nasus,Quinn,WIN
Nasus,Morgana,WIN
Shyvana,Nasus,WIN
Shyvana,Veigar,WIN
Shyvana,Quinn,WIN
