@RELATION lol_synergy

@ATTRIBUTE champion1 {MonkeyKing,Jax,Shaco,Warwick,Nidalee,Zyra,Brand,Rammus,Corki,Braum,Anivia,Tryndamere,MissFortune,Blitzcrank,Yorick,Xerath,Sivir,Riven,Orianna,Gangplank,Malphite,Poppy,Karthus,Jayce,Nunu,Trundle,Sejuani,Graves,Morgana,Gnar,Lux,Shyvana,Renekton,Fiora,Jinx,Kalista,Fizz,Kassadin,Sona,Irelia,Viktor,Cassiopeia,Maokai,Thresh,Kayle,Hecarim,Khazix,Olaf,Ziggs,Syndra,DrMundo,Karma,Annie,Akali,Leona,Yasuo,Kennen,Rengar,Ryze,Shen,Zac,Pantheon,Swain,Bard,Sion,Vayne,Nasus,TwistedFate,Chogath,Udyr,Lucian,Volibear,Caitlyn,Darius,Nocturne,Zilean,Azir,Rumble,Skarner,Teemo,Urgot,Amumu,Galio,Heimerdinger,Ashe,Velkoz,Singed,Varus,Twitch,Garen,Diana,MasterYi,Elise,Alistar,Katarina,Ekko,Mordekaiser,KogMaw,Aatrox,Draven,FiddleSticks,Talon,XinZhao,LeeSin,Taric,Malzahar,Lissandra,Tristana,RekSai,Vladimir,JarvanIV,Nami,Soraka,Veigar,Janna,Nautilus,Evelynn,Gragas,Zed,Vi,Lulu,Ahri,Quinn,Leblanc,Ezreal}
@ATTRIBUTE champion2 {MonkeyKing,Jax,Shaco,Warwick,Nidalee,Zyra,Brand,Rammus,Corki,Braum,Anivia,Tryndamere,MissFortune,Blitzcrank,Yorick,Xerath,Sivir,Riven,Orianna,Gangplank,Malphite,Poppy,Karthus,Jayce,Nunu,Trundle,Sejuani,Graves,Morgana,Gnar,Lux,Shyvana,Renekton,Fiora,Jinx,Kalista,Fizz,Kassadin,Sona,Irelia,Viktor,Cassiopeia,Maokai,Thresh,Kayle,Hecarim,Khazix,Olaf,Ziggs,Syndra,DrMundo,Karma,Annie,Akali,Leona,Yasuo,Kennen,Rengar,Ryze,Shen,Zac,Pantheon,Swain,Bard,Sion,Vayne,Nasus,TwistedFate,Chogath,Udyr,Lucian,Volibear,Caitlyn,Darius,Nocturne,Zilean,Azir,Rumble,Skarner,Teemo,Urgot,Amumu,Galio,Heimerdinger,Ashe,Velkoz,Singed,Varus,Twitch,Garen,Diana,MasterYi,Elise,Alistar,Katarina,Ekko,Mordekaiser,KogMaw,Aatrox,Draven,FiddleSticks,Talon,XinZhao,LeeSin,Taric,Malzahar,Lissandra,Tristana,RekSai,Vladimir,JarvanIV,Nami,Soraka,Veigar,Janna,Nautilus,Evelynn,Gragas,Zed,Vi,Lulu,Ahri,Quinn,Leblanc,Ezreal}
@ATTRIBUTE victory {WIN,LOSS}

@DATA
Udyr,Gnar,WIN
Udyr,Diana,WIN
Udyr,Vayne,WIN
Udyr,Braum,WIN
Diana,Gnar,WIN
Diana,Udyr,WIN
Diana,Vayne,WIN
Diana,Braum,WIN
Vayne,Gnar,WIN
Vayne,Udyr,WIN
Vayne,Diana,WIN
Vayne,Braum,WIN
Braum,Gnar,WIN
Braum,Udyr,WIN
Braum,Diana,WIN
Braum,Vayne,WIN
LeeSin,Nocturne,LOSS
LeeSin,Anivia,LOSS
LeeSin,Lucian,LOSS
LeeSin,Alistar,LOSS
Nocturne,LeeSin,LOSS
Nocturne,Anivia,LOSS
Nocturne,Lucian,LOSS
Nocturne,Alistar,LOSS
Anivia,LeeSin,LOSS
Anivia,Nocturne,LOSS
Anivia,Lucian,LOSS
Anivia,Alistar,LOSS
Lucian,LeeSin,LOSS
Lucian,Nocturne,LOSS
Lucian,Anivia,LOSS
Lucian,Alistar,LOSS
Alistar,LeeSin,LOSS
Alistar,Nocturne,LOSS
Alistar,Anivia,LOSS
Alistar,Lucian,LOSS
Irelia,Volibear,WIN
Irelia,Ziggs,WIN
Irelia,Jinx,WIN
Irelia,Leona,WIN
Volibear,Irelia,WIN
Volibear,Ziggs,WIN
Volibear,Jinx,WIN
Volibear,Leona,WIN
Ziggs,Irelia,WIN
Ziggs,Volibear,WIN
Ziggs,Jinx,WIN
Ziggs,Leona,WIN
Jinx,Irelia,WIN
Jinx,Volibear,WIN
Jinx,Ziggs,WIN
Jinx,Leona,WIN
Leona,Irelia,WIN
Leona,Volibear,WIN
Leona,Ziggs,WIN
Leona,Jinx,WIN
Vladimir,Zac,LOSS
Vladimir,Xerath,LOSS
Vladimir,Ezreal,LOSS
Vladimir,Thresh,LOSS
Zac,Vladimir,LOSS
Zac,Xerath,LOSS
Zac,Ezreal,LOSS
Zac,Thresh,LOSS
Xerath,Vladimir,LOSS
Xerath,Zac,LOSS
Xerath,Ezreal,LOSS
Xerath,Thresh,LOSS
Ezreal,Vladimir,LOSS
Ezreal,Zac,LOSS
Ezreal,Xerath,LOSS
Ezreal,Thresh,LOSS
Thresh,Vladimir,LOSS
Thresh,Zac,LOSS
Thresh,Xerath,LOSS
Thresh,Ezreal,LOSS
LeeSin,Malphite,WIN
LeeSin,Diana,WIN
LeeSin,Tristana,WIN
LeeSin,Braum,WIN
Malphite,LeeSin,WIN
Malphite,Diana,WIN
Malphite,Tristana,WIN
Malphite,Braum,WIN
Diana,LeeSin,WIN
Diana,Malphite,WIN
Diana,Tristana,WIN
Diana,Braum,WIN
Tristana,LeeSin,WIN
Tristana,Malphite,WIN
Tristana,Diana,WIN
Tristana,Braum,WIN
Braum,LeeSin,WIN
Braum,Malphite,WIN
Braum,Diana,WIN
Braum,Tristana,WIN
Riven,Fizz,LOSS
Riven,MonkeyKing,LOSS
Riven,Lucian,LOSS
Riven,Morgana,LOSS
Fizz,Riven,LOSS
Fizz,MonkeyKing,LOSS
Fizz,Lucian,LOSS
Fizz,Morgana,LOSS
MonkeyKing,Riven,LOSS
MonkeyKing,Fizz,LOSS
MonkeyKing,Lucian,LOSS
MonkeyKing,Morgana,LOSS
Lucian,Riven,LOSS
Lucian,Fizz,LOSS
Lucian,MonkeyKing,LOSS
Lucian,Morgana,LOSS
Morgana,Riven,LOSS
Morgana,Fizz,LOSS
Morgana,MonkeyKing,LOSS
Morgana,Lucian,LOSS
Braum,Evelynn,WIN
Braum,Viktor,WIN
Braum,Varus,WIN
Braum,Thresh,WIN
Evelynn,Braum,WIN
Evelynn,Viktor,WIN
Evelynn,Varus,WIN
Evelynn,Thresh,WIN
Viktor,Braum,WIN
Viktor,Evelynn,WIN
Viktor,Varus,WIN
Viktor,Thresh,WIN
Varus,Braum,WIN
Varus,Evelynn,WIN
Varus,Viktor,WIN
Varus,Thresh,WIN
Thresh,Braum,WIN
Thresh,Evelynn,WIN
Thresh,Viktor,WIN
Thresh,Varus,WIN
Renekton,LeeSin,LOSS
Renekton,Leblanc,LOSS
Renekton,Kalista,LOSS
Renekton,Nautilus,LOSS
LeeSin,Renekton,LOSS
LeeSin,Leblanc,LOSS
LeeSin,Kalista,LOSS
LeeSin,Nautilus,LOSS
Leblanc,Renekton,LOSS
Leblanc,LeeSin,LOSS
Leblanc,Kalista,LOSS
Leblanc,Nautilus,LOSS
Kalista,Renekton,LOSS
Kalista,LeeSin,LOSS
Kalista,Leblanc,LOSS
Kalista,Nautilus,LOSS
Nautilus,Renekton,LOSS
Nautilus,LeeSin,LOSS
Nautilus,Leblanc,LOSS
Nautilus,Kalista,LOSS
LeeSin,Shaco,WIN
LeeSin,Azir,WIN
LeeSin,Jinx,WIN
LeeSin,Nami,WIN
Shaco,LeeSin,WIN
Shaco,Azir,WIN
Shaco,Jinx,WIN
Shaco,Nami,WIN
Azir,LeeSin,WIN
Azir,Shaco,WIN
Azir,Jinx,WIN
Azir,Nami,WIN
Jinx,LeeSin,WIN
Jinx,Shaco,WIN
Jinx,Azir,WIN
Jinx,Nami,WIN
Nami,LeeSin,WIN
Nami,Shaco,WIN
Nami,Azir,WIN
Nami,Jinx,WIN
Jayce,Nautilus,LOSS
Jayce,Ekko,LOSS
Jayce,Ashe,LOSS
Jayce,Bard,LOSS
Nautilus,Jayce,LOSS
Nautilus,Ekko,LOSS
Nautilus,Ashe,LOSS
Nautilus,Bard,LOSS
Ekko,Jayce,LOSS
Ekko,Nautilus,LOSS
Ekko,Ashe,LOSS
Ekko,Bard,LOSS
Ashe,Jayce,LOSS
Ashe,Nautilus,LOSS
Ashe,Ekko,LOSS
Ashe,Bard,LOSS
Bard,Jayce,LOSS
Bard,Nautilus,LOSS
Bard,Ekko,LOSS
Bard,Ashe,LOSS
Aatrox,Vi,WIN
Aatrox,Viktor,WIN
Aatrox,Kalista,WIN
Aatrox,Alistar,WIN
Vi,Aatrox,WIN
Vi,Viktor,WIN
Vi,Kalista,WIN
Vi,Alistar,WIN
Viktor,Aatrox,WIN
Viktor,Vi,WIN
Viktor,Kalista,WIN
Viktor,Alistar,WIN
Kalista,Aatrox,WIN
Kalista,Vi,WIN
Kalista,Viktor,WIN
Kalista,Alistar,WIN
Alistar,Aatrox,WIN
Alistar,Vi,WIN
Alistar,Viktor,WIN
Alistar,Kalista,WIN
Riven,Skarner,LOSS
Riven,Azir,LOSS
Riven,Sivir,LOSS
Riven,Braum,LOSS
Skarner,Riven,LOSS
Skarner,Azir,LOSS
Skarner,Sivir,LOSS
Skarner,Braum,LOSS
Azir,Riven,LOSS
Azir,Skarner,LOSS
Azir,Sivir,LOSS
Azir,Braum,LOSS
Sivir,Riven,LOSS
Sivir,Skarner,LOSS
Sivir,Azir,LOSS
Sivir,Braum,LOSS
Braum,Riven,LOSS
Braum,Skarner,LOSS
Braum,Azir,LOSS
Braum,Sivir,LOSS
Garen,Malphite,WIN
Garen,Annie,WIN
Garen,Jinx,WIN
Garen,Braum,WIN
Malphite,Garen,WIN
Malphite,Annie,WIN
Malphite,Jinx,WIN
Malphite,Braum,WIN
Annie,Garen,WIN
Annie,Malphite,WIN
Annie,Jinx,WIN
Annie,Braum,WIN
Jinx,Garen,WIN
Jinx,Malphite,WIN
Jinx,Annie,WIN
Jinx,Braum,WIN
Braum,Garen,WIN
Braum,Malphite,WIN
Braum,Annie,WIN
Braum,Jinx,WIN
Nasus,Sejuani,LOSS
Nasus,Ahri,LOSS
Nasus,Draven,LOSS
Nasus,Thresh,LOSS
Sejuani,Nasus,LOSS
Sejuani,Ahri,LOSS
Sejuani,Draven,LOSS
Sejuani,Thresh,LOSS
Ahri,Nasus,LOSS
Ahri,Sejuani,LOSS
Ahri,Draven,LOSS
Ahri,Thresh,LOSS
Draven,Nasus,LOSS
Draven,Sejuani,LOSS
Draven,Ahri,LOSS
Draven,Thresh,LOSS
Thresh,Nasus,LOSS
Thresh,Sejuani,LOSS
Thresh,Ahri,LOSS
Thresh,Draven,LOSS
Yorick,Nautilus,WIN
Yorick,Xerath,WIN
Yorick,Sivir,WIN
Yorick,Thresh,WIN
Nautilus,Yorick,WIN
Nautilus,Xerath,WIN
Nautilus,Sivir,WIN
Nautilus,Thresh,WIN
Xerath,Yorick,WIN
Xerath,Nautilus,WIN
Xerath,Sivir,WIN
Xerath,Thresh,WIN
Sivir,Yorick,WIN
Sivir,Nautilus,WIN
Sivir,Xerath,WIN
Sivir,Thresh,WIN
Thresh,Yorick,WIN
Thresh,Nautilus,WIN
Thresh,Xerath,WIN
Thresh,Sivir,WIN
Teemo,Rammus,LOSS
Teemo,Azir,LOSS
Teemo,Vayne,LOSS
Teemo,Soraka,LOSS
Rammus,Teemo,LOSS
Rammus,Azir,LOSS
Rammus,Vayne,LOSS
Rammus,Soraka,LOSS
Azir,Teemo,LOSS
Azir,Rammus,LOSS
Azir,Vayne,LOSS
Azir,Soraka,LOSS
Vayne,Teemo,LOSS
Vayne,Rammus,LOSS
Vayne,Azir,LOSS
Vayne,Soraka,LOSS
Soraka,Teemo,LOSS
Soraka,Rammus,LOSS
Soraka,Azir,LOSS
Soraka,Vayne,LOSS
Garen,JarvanIV,WIN
Garen,Ahri,WIN
Garen,Lucian,WIN
Garen,Thresh,WIN
JarvanIV,Garen,WIN
JarvanIV,Ahri,WIN
JarvanIV,Lucian,WIN
JarvanIV,Thresh,WIN
Ahri,Garen,WIN
Ahri,JarvanIV,WIN
Ahri,Lucian,WIN
Ahri,Thresh,WIN
Lucian,Garen,WIN
Lucian,JarvanIV,WIN
Lucian,Ahri,WIN
Lucian,Thresh,WIN
Thresh,Garen,WIN
Thresh,JarvanIV,WIN
Thresh,Ahri,WIN
Thresh,Lucian,WIN
Fiora,Nautilus,LOSS
Fiora,Ekko,LOSS
Fiora,Ashe,LOSS
Fiora,Nami,LOSS
Nautilus,Fiora,LOSS
Nautilus,Ekko,LOSS
Nautilus,Ashe,LOSS
Nautilus,Nami,LOSS
Ekko,Fiora,LOSS
Ekko,Nautilus,LOSS
Ekko,Ashe,LOSS
Ekko,Nami,LOSS
Ashe,Fiora,LOSS
Ashe,Nautilus,LOSS
Ashe,Ekko,LOSS
Ashe,Nami,LOSS
Nami,Fiora,LOSS
Nami,Nautilus,LOSS
Nami,Ekko,LOSS
Nami,Ashe,LOSS
Riven,RekSai,WIN
Riven,Azir,WIN
Riven,Tristana,WIN
Riven,Morgana,WIN
RekSai,Riven,WIN
RekSai,Azir,WIN
RekSai,Tristana,WIN
RekSai,Morgana,WIN
Azir,Riven,WIN
Azir,RekSai,WIN
Azir,Tristana,WIN
Azir,Morgana,WIN
Tristana,Riven,WIN
Tristana,RekSai,WIN
Tristana,Azir,WIN
Tristana,Morgana,WIN
Morgana,Riven,WIN
Morgana,RekSai,WIN
Morgana,Azir,WIN
Morgana,Tristana,WIN
MonkeyKing,Vi,LOSS
MonkeyKing,Yasuo,LOSS
MonkeyKing,Kalista,LOSS
MonkeyKing,Thresh,LOSS
Vi,MonkeyKing,LOSS
Vi,Yasuo,LOSS
Vi,Kalista,LOSS
Vi,Thresh,LOSS
Yasuo,MonkeyKing,LOSS
Yasuo,Vi,LOSS
Yasuo,Kalista,LOSS
Yasuo,Thresh,LOSS
Kalista,MonkeyKing,LOSS
Kalista,Vi,LOSS
Kalista,Yasuo,LOSS
Kalista,Thresh,LOSS
Thresh,MonkeyKing,LOSS
Thresh,Vi,LOSS
Thresh,Yasuo,LOSS
Thresh,Kalista,LOSS
Jax,RekSai,WIN
Jax,Viktor,WIN
Jax,Lucian,WIN
Jax,Nautilus,WIN
RekSai,Jax,WIN
RekSai,Viktor,WIN
RekSai,Lucian,WIN
RekSai,Nautilus,WIN
Viktor,Jax,WIN
Viktor,RekSai,WIN
Viktor,Lucian,WIN
Viktor,Nautilus,WIN
Lucian,Jax,WIN
Lucian,RekSai,WIN
Lucian,Viktor,WIN
Lucian,Nautilus,WIN
Nautilus,Jax,WIN
Nautilus,RekSai,WIN
Nautilus,Viktor,WIN
Nautilus,Lucian,WIN
Riven,Zac,LOSS
Riven,Yasuo,LOSS
Riven,Jinx,LOSS
Riven,Janna,LOSS
Zac,Riven,LOSS
Zac,Yasuo,LOSS
Zac,Jinx,LOSS
Zac,Janna,LOSS
Yasuo,Riven,LOSS
Yasuo,Zac,LOSS
Yasuo,Jinx,LOSS
Yasuo,Janna,LOSS
Jinx,Riven,LOSS
Jinx,Zac,LOSS
Jinx,Yasuo,LOSS
Jinx,Janna,LOSS
Janna,Riven,LOSS
Janna,Zac,LOSS
Janna,Yasuo,LOSS
Janna,Jinx,LOSS
Riven,XinZhao,WIN
Riven,Katarina,WIN
Riven,Graves,WIN
Riven,Janna,WIN
XinZhao,Riven,WIN
XinZhao,Katarina,WIN
XinZhao,Graves,WIN
XinZhao,Janna,WIN
Katarina,Riven,WIN
Katarina,XinZhao,WIN
Katarina,Graves,WIN
Katarina,Janna,WIN
Graves,Riven,WIN
Graves,XinZhao,WIN
Graves,Katarina,WIN
Graves,Janna,WIN
Janna,Riven,WIN
Janna,XinZhao,WIN
Janna,Katarina,WIN
Janna,Graves,WIN
Nasus,RekSai,LOSS
Nasus,Chogath,LOSS
Nasus,Vayne,LOSS
Nasus,Sona,LOSS
RekSai,Nasus,LOSS
RekSai,Chogath,LOSS
RekSai,Vayne,LOSS
RekSai,Sona,LOSS
Chogath,Nasus,LOSS
Chogath,RekSai,LOSS
Chogath,Vayne,LOSS
Chogath,Sona,LOSS
Vayne,Nasus,LOSS
Vayne,RekSai,LOSS
Vayne,Chogath,LOSS
Vayne,Sona,LOSS
Sona,Nasus,LOSS
Sona,RekSai,LOSS
Sona,Chogath,LOSS
Sona,Vayne,LOSS
Hecarim,Khazix,WIN
Hecarim,Viktor,WIN
Hecarim,Jinx,WIN
Hecarim,Braum,WIN
Khazix,Hecarim,WIN
Khazix,Viktor,WIN
Khazix,Jinx,WIN
Khazix,Braum,WIN
Viktor,Hecarim,WIN
Viktor,Khazix,WIN
Viktor,Jinx,WIN
Viktor,Braum,WIN
Jinx,Hecarim,WIN
Jinx,Khazix,WIN
Jinx,Viktor,WIN
Jinx,Braum,WIN
Braum,Hecarim,WIN
Braum,Khazix,WIN
Braum,Viktor,WIN
Braum,Jinx,WIN
Yasuo,MonkeyKing,LOSS
Yasuo,Azir,LOSS
Yasuo,Lucian,LOSS
Yasuo,Nautilus,LOSS
MonkeyKing,Yasuo,LOSS
MonkeyKing,Azir,LOSS
MonkeyKing,Lucian,LOSS
MonkeyKing,Nautilus,LOSS
Azir,Yasuo,LOSS
Azir,MonkeyKing,LOSS
Azir,Lucian,LOSS
Azir,Nautilus,LOSS
Lucian,Yasuo,LOSS
Lucian,MonkeyKing,LOSS
Lucian,Azir,LOSS
Lucian,Nautilus,LOSS
Nautilus,Yasuo,LOSS
Nautilus,MonkeyKing,LOSS
Nautilus,Azir,LOSS
Nautilus,Lucian,LOSS
Shen,Sejuani,WIN
Shen,Viktor,WIN
Shen,Caitlyn,WIN
Shen,Thresh,WIN
Sejuani,Shen,WIN
Sejuani,Viktor,WIN
Sejuani,Caitlyn,WIN
Sejuani,Thresh,WIN
Viktor,Shen,WIN
Viktor,Sejuani,WIN
Viktor,Caitlyn,WIN
Viktor,Thresh,WIN
Caitlyn,Shen,WIN
Caitlyn,Sejuani,WIN
Caitlyn,Viktor,WIN
Caitlyn,Thresh,WIN
Thresh,Shen,WIN
Thresh,Sejuani,WIN
Thresh,Viktor,WIN
Thresh,Caitlyn,WIN
Riven,XinZhao,LOSS
Riven,Katarina,LOSS
Riven,Sivir,LOSS
Riven,Nautilus,LOSS
XinZhao,Riven,LOSS
XinZhao,Katarina,LOSS
XinZhao,Sivir,LOSS
XinZhao,Nautilus,LOSS
Katarina,Riven,LOSS
Katarina,XinZhao,LOSS
Katarina,Sivir,LOSS
Katarina,Nautilus,LOSS
Sivir,Riven,LOSS
Sivir,XinZhao,LOSS
Sivir,Katarina,LOSS
Sivir,Nautilus,LOSS
Nautilus,Riven,LOSS
Nautilus,XinZhao,LOSS
Nautilus,Katarina,LOSS
Nautilus,Sivir,LOSS
Hecarim,Evelynn,WIN
Hecarim,Jayce,WIN
Hecarim,Sivir,WIN
Hecarim,Veigar,WIN
Evelynn,Hecarim,WIN
Evelynn,Jayce,WIN
Evelynn,Sivir,WIN
Evelynn,Veigar,WIN
Jayce,Hecarim,WIN
Jayce,Evelynn,WIN
Jayce,Sivir,WIN
Jayce,Veigar,WIN
Sivir,Hecarim,WIN
Sivir,Evelynn,WIN
Sivir,Jayce,WIN
Sivir,Veigar,WIN
Veigar,Hecarim,WIN
Veigar,Evelynn,WIN
Veigar,Jayce,WIN
Veigar,Sivir,WIN
Renekton,Volibear,LOSS
Renekton,Katarina,LOSS
Renekton,Ezreal,LOSS
Renekton,Orianna,LOSS
Volibear,Renekton,LOSS
Volibear,Katarina,LOSS
Volibear,Ezreal,LOSS
Volibear,Orianna,LOSS
Katarina,Renekton,LOSS
Katarina,Volibear,LOSS
Katarina,Ezreal,LOSS
Katarina,Orianna,LOSS
Ezreal,Renekton,LOSS
Ezreal,Volibear,LOSS
Ezreal,Katarina,LOSS
Ezreal,Orianna,LOSS
Orianna,Renekton,LOSS
Orianna,Volibear,LOSS
Orianna,Katarina,LOSS
Orianna,Ezreal,LOSS
Gnar,JarvanIV,WIN
Gnar,Yasuo,WIN
Gnar,Caitlyn,WIN
Gnar,Soraka,WIN
JarvanIV,Gnar,WIN
JarvanIV,Yasuo,WIN
JarvanIV,Caitlyn,WIN
JarvanIV,Soraka,WIN
Yasuo,Gnar,WIN
Yasuo,JarvanIV,WIN
Yasuo,Caitlyn,WIN
Yasuo,Soraka,WIN
Caitlyn,Gnar,WIN
Caitlyn,JarvanIV,WIN
Caitlyn,Yasuo,WIN
Caitlyn,Soraka,WIN
Soraka,Gnar,WIN
Soraka,JarvanIV,WIN
Soraka,Yasuo,WIN
Soraka,Caitlyn,WIN
Darius,LeeSin,LOSS
Darius,Orianna,LOSS
Darius,Ashe,LOSS
Darius,Annie,LOSS
LeeSin,Darius,LOSS
LeeSin,Orianna,LOSS
LeeSin,Ashe,LOSS
LeeSin,Annie,LOSS
Orianna,Darius,LOSS
Orianna,LeeSin,LOSS
Orianna,Ashe,LOSS
Orianna,Annie,LOSS
Ashe,Darius,LOSS
Ashe,LeeSin,LOSS
Ashe,Orianna,LOSS
Ashe,Annie,LOSS
Annie,Darius,LOSS
Annie,LeeSin,LOSS
Annie,Orianna,LOSS
Annie,Ashe,LOSS
Jayce,Sejuani,WIN
Jayce,Heimerdinger,WIN
Jayce,Kalista,WIN
Jayce,Morgana,WIN
Sejuani,Jayce,WIN
Sejuani,Heimerdinger,WIN
Sejuani,Kalista,WIN
Sejuani,Morgana,WIN
Heimerdinger,Jayce,WIN
Heimerdinger,Sejuani,WIN
Heimerdinger,Kalista,WIN
Heimerdinger,Morgana,WIN
Kalista,Jayce,WIN
Kalista,Sejuani,WIN
Kalista,Heimerdinger,WIN
Kalista,Morgana,WIN
Morgana,Jayce,WIN
Morgana,Sejuani,WIN
Morgana,Heimerdinger,WIN
Morgana,Kalista,WIN
Teemo,Gragas,LOSS
Teemo,Chogath,LOSS
Teemo,Caitlyn,LOSS
Teemo,Blitzcrank,LOSS
Gragas,Teemo,LOSS
Gragas,Chogath,LOSS
Gragas,Caitlyn,LOSS
Gragas,Blitzcrank,LOSS
Chogath,Teemo,LOSS
Chogath,Gragas,LOSS
Chogath,Caitlyn,LOSS
Chogath,Blitzcrank,LOSS
Caitlyn,Teemo,LOSS
Caitlyn,Gragas,LOSS
Caitlyn,Chogath,LOSS
Caitlyn,Blitzcrank,LOSS
Blitzcrank,Teemo,LOSS
Blitzcrank,Gragas,LOSS
Blitzcrank,Chogath,LOSS
Blitzcrank,Caitlyn,LOSS
Gnar,Shyvana,WIN
Gnar,Ahri,WIN
Gnar,Corki,WIN
Gnar,Leona,WIN
Shyvana,Gnar,WIN
Shyvana,Ahri,WIN
Shyvana,Corki,WIN
Shyvana,Leona,WIN
Ahri,Gnar,WIN
Ahri,Shyvana,WIN
Ahri,Corki,WIN
Ahri,Leona,WIN
Corki,Gnar,WIN
Corki,Shyvana,WIN
Corki,Ahri,WIN
Corki,Leona,WIN
Leona,Gnar,WIN
Leona,Shyvana,WIN
Leona,Ahri,WIN
Leona,Corki,WIN
Volibear,FiddleSticks,LOSS
Volibear,Ekko,LOSS
Volibear,Graves,LOSS
Volibear,Thresh,LOSS
FiddleSticks,Volibear,LOSS
FiddleSticks,Ekko,LOSS
FiddleSticks,Graves,LOSS
FiddleSticks,Thresh,LOSS
Ekko,Volibear,LOSS
Ekko,FiddleSticks,LOSS
Ekko,Graves,LOSS
Ekko,Thresh,LOSS
Graves,Volibear,LOSS
Graves,FiddleSticks,LOSS
Graves,Ekko,LOSS
Graves,Thresh,LOSS
Thresh,Volibear,LOSS
Thresh,FiddleSticks,LOSS
Thresh,Ekko,LOSS
Thresh,Graves,LOSS
Irelia,Warwick,WIN
Irelia,Velkoz,WIN
Irelia,Kalista,WIN
Irelia,Alistar,WIN
Warwick,Irelia,WIN
Warwick,Velkoz,WIN
Warwick,Kalista,WIN
Warwick,Alistar,WIN
Velkoz,Irelia,WIN
Velkoz,Warwick,WIN
Velkoz,Kalista,WIN
Velkoz,Alistar,WIN
Kalista,Irelia,WIN
Kalista,Warwick,WIN
Kalista,Velkoz,WIN
Kalista,Alistar,WIN
Alistar,Irelia,WIN
Alistar,Warwick,WIN
Alistar,Velkoz,WIN
Alistar,Kalista,WIN
Hecarim,Vi,LOSS
Hecarim,Anivia,LOSS
Hecarim,Jinx,LOSS
Hecarim,Morgana,LOSS
Vi,Hecarim,LOSS
Vi,Anivia,LOSS
Vi,Jinx,LOSS
Vi,Morgana,LOSS
Anivia,Hecarim,LOSS
Anivia,Vi,LOSS
Anivia,Jinx,LOSS
Anivia,Morgana,LOSS
Jinx,Hecarim,LOSS
Jinx,Vi,LOSS
Jinx,Anivia,LOSS
Jinx,Morgana,LOSS
Morgana,Hecarim,LOSS
Morgana,Vi,LOSS
Morgana,Anivia,LOSS
Morgana,Jinx,LOSS
Mordekaiser,Skarner,WIN
Mordekaiser,Lux,WIN
Mordekaiser,Ashe,WIN
Mordekaiser,Bard,WIN
Skarner,Mordekaiser,WIN
Skarner,Lux,WIN
Skarner,Ashe,WIN
Skarner,Bard,WIN
Lux,Mordekaiser,WIN
Lux,Skarner,WIN
Lux,Ashe,WIN
Lux,Bard,WIN
Ashe,Mordekaiser,WIN
Ashe,Skarner,WIN
Ashe,Lux,WIN
Ashe,Bard,WIN
Bard,Mordekaiser,WIN
Bard,Skarner,WIN
Bard,Lux,WIN
Bard,Ashe,WIN
Malphite,Gragas,LOSS
Malphite,Ahri,LOSS
Malphite,Jinx,LOSS
Malphite,Thresh,LOSS
Gragas,Malphite,LOSS
Gragas,Ahri,LOSS
Gragas,Jinx,LOSS
Gragas,Thresh,LOSS
Ahri,Malphite,LOSS
Ahri,Gragas,LOSS
Ahri,Jinx,LOSS
Ahri,Thresh,LOSS
Jinx,Malphite,LOSS
Jinx,Gragas,LOSS
Jinx,Ahri,LOSS
Jinx,Thresh,LOSS
Thresh,Malphite,LOSS
Thresh,Gragas,LOSS
Thresh,Ahri,LOSS
Thresh,Jinx,LOSS
Chogath,Pantheon,WIN
Chogath,Mordekaiser,WIN
Chogath,Lucian,WIN
Chogath,Nautilus,WIN
Pantheon,Chogath,WIN
Pantheon,Mordekaiser,WIN
Pantheon,Lucian,WIN
Pantheon,Nautilus,WIN
Mordekaiser,Chogath,WIN
Mordekaiser,Pantheon,WIN
Mordekaiser,Lucian,WIN
Mordekaiser,Nautilus,WIN
Lucian,Chogath,WIN
Lucian,Pantheon,WIN
Lucian,Mordekaiser,WIN
Lucian,Nautilus,WIN
Nautilus,Chogath,WIN
Nautilus,Pantheon,WIN
Nautilus,Mordekaiser,WIN
Nautilus,Lucian,WIN
Ekko,MasterYi,LOSS
Ekko,Zed,LOSS
Ekko,Vayne,LOSS
Ekko,Braum,LOSS
MasterYi,Ekko,LOSS
MasterYi,Zed,LOSS
MasterYi,Vayne,LOSS
MasterYi,Braum,LOSS
Zed,Ekko,LOSS
Zed,MasterYi,LOSS
Zed,Vayne,LOSS
Zed,Braum,LOSS
Vayne,Ekko,LOSS
Vayne,MasterYi,LOSS
Vayne,Zed,LOSS
Vayne,Braum,LOSS
Braum,Ekko,LOSS
Braum,MasterYi,LOSS
Braum,Zed,LOSS
Braum,Vayne,LOSS
Morgana,Shaco,WIN
Morgana,Chogath,WIN
Morgana,Ezreal,WIN
Morgana,Janna,WIN
Shaco,Morgana,WIN
Shaco,Chogath,WIN
Shaco,Ezreal,WIN
Shaco,Janna,WIN
Chogath,Morgana,WIN
Chogath,Shaco,WIN
Chogath,Ezreal,WIN
Chogath,Janna,WIN
Ezreal,Morgana,WIN
Ezreal,Shaco,WIN
Ezreal,Chogath,WIN
Ezreal,Janna,WIN
Janna,Morgana,WIN
Janna,Shaco,WIN
Janna,Chogath,WIN
Janna,Ezreal,WIN
Hecarim,Khazix,LOSS
Hecarim,Anivia,LOSS
